Das kompositorische Werk Emanuel Vogts,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
ID,Datum,Titel,Genre/Dokument,Besetzung,"Original, Kopie",Bemerkung
1275,,"EKG 65 - Jesus, meines Leben…",Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1276,,EKG 60 - Herzliebster Jesu,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1277,1988,Schaffe in mir Gott ein reines Herz,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1278,,"EKG 1 - Nun komm, der Heiden Heiland",Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1279,,EKG 4 - Es kommt ein Schiff…,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1280,,EKG 23 - Es ist ein Ros…,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1281,,"EKG 21 - Lobt Gott, ihr Christen",Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1282,,"Einleitung EKG 46 - Herr Christ, der einig…",Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1283,,EKG 250 - Ist Gott für mich,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1284,,"Lobe den Herren, o meine Seele",Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1285,,EKG - Jesu geh du voran,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1286,1994,III. In dulci jubilo (Lied unter dem Baum,Orgelsatz,Orgel,Verschieden,Kompositionen zum Weihnachtsfest 1994 im Familienkreis
1287,1994,IV. Abschied von Kathrin und Stefan,Orgelsatz,Orgel,Verschieden,Kompositionen zum Weihnachtsfest 1994 im Familienkreis
1288,1994,II.Stille vor dem Lichterbaum,Orgelsatz,Orgel,Verschieden,Kompositionen zum Weihnachtsfest 1994 im Familienkreis
1288a,1994,I. Eingang ins Weihnachtszimmer,Orgelsatz,Orgel,Verschieden,Kompositionen zum Weihnachtsfest 1994 im Familienkreis
1289,,EKG 23 - Es ist ein Ros…,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1289a,,"EKG 21 - Lobt Gott, ihr Christen",Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1290,,EKG 61 - Nun kommt der Heiden…,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1291,,EKG 4 - Es kommt ein Schiff…,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1292,,EKG 123 - Wir warten dein,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1293,,EKG 330 - Jesu meine Zuversicht,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1294,,ohne Inhalt,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1295,,ohne Inhalt,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1296,,461  - Hinunter sit der Sonne…,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1297,,297 - Warum sollt ich mich denn grämen,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1298,,Wir Christen han jetztund Freud,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1299,1979,"O Jesu Christe, wahres Licht",Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1300,,"O Gott, du frommer Gott",Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1301,,329 - Alle Menschen müssen sterben,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1302,,Die helle Sonn leucht jetzt herfür,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1303,,735 - Bleib bei mir Herr,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1304,,641 - Geheimnis des Glaubens,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1305,,675 - Glückselig sind…,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1306,,Präludium A-Dur,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1307,,Präludium G-Dur,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1308,,Liederheft - 602 - Der Herr ist mein Hirte,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1308a,,Liederheft - 689 - Danke für diesen guten Morgen,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1309,,Vater unser im Himmelreich 241,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1309a,,Vom Himmel hoch…,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1310,1987,EG 342 - Es ist das Heil - D-Dur,Orgelsatz,Orgel,Verschieden,Orgelvorspiele
1310a,1988,EG 397 - Herzlich lieb hab ich…,Orgelsatz,Orgel,Verschieden,Orgelvorspiele - auch Transposition nach G-Dur
1311,1987,EKG 242 - Es ist das Heil,Orgelsatz,Orgel,Verschieden,"Aus ""Orgel-Ausbildung - Dreistimmigkeit - Choralsätze und Kurz-Intonation"
1312-1329,,"Div. Präldudien, Fugaten, Arien",Orgelsatz,Orgel,Druck,"veröffentlicht im ""Orgelbuch für Landorganisten"", Strube-Verlag, ISMN 9790200924695"
1330,1972,Gemeinde Introitus,Notensatz,"Chor, Gemeinde",Kopie,
1331,1984,Kyrie,Notensatz,"Tenor, Orgel",Original,
1331a,1984,Gloria in excelsis deo,Notensatz,"Tenor, Orgel",Original,
1331b,1984,Sanctus,Notensatz,"Chor, Orgel",Original,
1331c,1984,Benedictus,Notensatz,"Chor, Orgel",Original,
1332,1972,Jes. 53,Chorsatz,Männer,Kopie,
1333,1972,Jesaja 53,Chorsatz,Männer,Kopie,
1334,1974,Ach bleib bei deiner Gnade,Chorsatz,gem. Chor,Kopie,
1335,1973,Ich singe Dir mit Herz und Mund und Kanon,Chorsatz,gem. Chor,Kopie,
1336,,"Ein Mann, der liegt am Wege",Liedsatz,"gem. Chor, Einzelstimme",Kopie,
1337,,Danket dem Herrn und Mein Herz ist bereit,Liedsatz,"gem. Chor, Einzelstimme",Original,
1338,1967,"Psalm 25, 1 - 6",Chorsatz,gem. Chor,Kopie,
1339,1968,O Heiland reiß den Himmel auf,Chorsatz,gem. Chor,Kopie,
1340,1974,In einem Kripplein,Chorsatz,Männer,Kopie,Den unentwegten Sängern des Psalmenchores des Missions-Seminars Neuendettelsau
1341,1974,Hört der Engel helle Lieder,Chorsatz,Männer,Kopie,
ohne ID,,"Psalmen: 1, 95, 103, 113, 126, 130, 138, 143, 149",Chorsätze,Männer,Druck,"Eigenverlag, 2. Lieferung - Probeabzüge"
1342,,Fröhlich wir nun…,Notensatz,"Trompeten, Orgel",Original,Bleistift-Manuskript - Sehr frühes Dokument
1343,,"Freut euch, ihr lieben Christen",Notensatz,"Chor, Orgel?",Original,Bleistift-Manuskript - Sehr frühes Dokument
1344,,O du fröhliche,Notensatz,"Piano, Instr.ad.lib",Original,Bleistift-Manuskript - Sehr frühes Dokument
1345,1959,Der neue Tag,Notensatz,"Singstimme, Piano",Original,
1345a,1959,"Freu dich, Erd und Sternenzelt",Notensatz,"Singstimme, Piano",Original,
1346,,Bringt her dein Herren,Notensatz,"Einzelstimme, Chor",Original,
1347,,Der Schöpfer der Wesen,Notensatz,?,Original,Bleistift-Manuskript - Sehr frühes Dokument
1348,,Brich dem Hungrigen,Notensatz,?,Original,Bleistift-Manuskript - Sehr frühes Dokument
1348a,,Er weckt mich alle Morgen,Notensatz,"Einzelstimme, Chor",Original,Bleistift-Manuskript - Sehr frühes Dokument
1349,,Ohne Titel,Notensatz,"Klar.Es, Ob., Klar.B, Engl. Horn, Fagott",Original,Bleistift-Manuskript - Sehr frühes Dokument
1350,1952,"Christe, du Beistand deiner Kreuzgemeinde",Notensatz,"Piano, Gesang",Original,Bleistift-Manuskript - Sehr frühes Dokument
1350a,1952,Herzlich tut mich verlangen,Notensatz,Piano,Original,Bleistift-Manuskript - Sehr frühes Dokument
1351,1954,Dass Jesus siegt,Chorsatz,gem. Chor,Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1352,,Da Jesus an dem Kreuze stund,Chorsatz,gem. Chor,Original,
1353,,O Traurigkeit,Chorsatz,gem. Chor,Original,sehr frühes Dokument
1345,1958,Es lagen im Felde…,Chorsatz/Partitur,Männer,Original,"Einschl. der Stimmen f. d. 1. Tenor, 2. Tenor, 1. Bass, 2. Bass"
1355,,Thurnau-Lied,Notensatz,"Piano, gem. Chor",Original,vor 1956
1356,1952,Lasst uns das Kindlein wiegen,Chorsatz,gem. Chor,Original,
1357,1952,Die Hirten standen in banger Nacht,Chorsatz,gem. Chor,Original,"Worte: Eva-Maria Vogt, Melodie und Tonsatz: Immanuel Vogt 1952"
1358,1952,Es ist ein Schnee gefallen,Chorsatz/Partitur,Männer,Original,"Einschl. der Stimmen f. d. 1. Tenor, 2. Tenor, 1. Bass, 2. Bass, sehr frühes Dokument"
1359,,"Wir danken dir Herr Jesu Christ, dass du für uns gestorben bist",Notensatz,Orgel,Original,Bleistift-Manuskript - Sehr frühes Dokument
1360,,Heute singt die liebe Christenheit,Notensatz,Orgel,Original,Bleistift-Manuskript - Sehr frühes Dokument
1361,1953,Mondschein,Notensatz,Einzelstimmen,Original,"Einzelstimmen: Sopran, Alt, Bass"
1362,,ohne Inhalt,,,,
1363,1964,Intrada,Notensatz,Bläser?,Original,Bleistift-Manuskript
1364,1964,Ohne Titel,Notensatz,?,Original,Bleistift-Manuskript
1365,,In Gottes Namen fahren wir,Notensatz - Partitur,Gesang,Original,sehr frühes Dokument
1366,,In Gottes Namen fahren wir,Notensatz,"Piano, Orgel?",Original,Bleistift-Manuskript - Sehr frühes Dokument
1367,1947,Es geht eine dunkle Wolk herein,Notensatz,gem. Chor,Kopie,Spirit-Karbon
1368,,"Paul Beure - Suite für Blas- oder Streichinstrumente, Nürnberg 1611",Notensatz,Blas- oder Streichinstrumente,Original,sehr frühes Dokument
1369,1963,Hochzeits-Intrade,Notensatz,Bläser,Kopie,Spirit-Karbon
1370,1993,O du fröhliche,Notensatz,Orgel,Original,
1370a,,Pastorale,Notensatz,Orgel?,Original,Bleistift-Manuskript - Sehr frühes Dokument
1370b,,In der Fremde (Eichdorff),Notensatz,"Orgel, Piano?",Original,Bleistift-Manuskript - Sehr frühes Dokument
1370c,,Heimweh (Eichendorff,Notensatz,"Orgel, Piano?",Original,Bleistift-Manuskript - Sehr frühes Dokument
1370d,,Lang nach eines Lichtes Schimmer,Notensatz,"Orgel, Piano?",Original,Bleistift-Manuskript - Sehr frühes Dokument
1370e/f,,"Selig, wer das Heil gefunden",Notensatz,"Orgel, Piano?",Original,Bleistift-Manuskript - Sehr frühes Dokument
1371,1993,Stille Nacht,Notensatz,Orgel,Original,
1372,1977,Ach du liegst im Stall,Notensatz,"Gesang, Orgel, Piano",Kopie,
1373,1974,Christ ist erstanden für Bläser und einstimmigen Chor,Notensatz,"Bläser, einst. Chor",Kopie,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1374,1972,Volkslieder: Ein Tiroler wollte jagen,Notensatz,Piano,Kopie,
1375,1972,Volkslieder: Auf der schwäbschen Eisenbahn,Notensatz,Piano,Kopie,
1376,1972,Volkslieder: Abend wird es wieder,Notensatz,Piano,Kopie,
1377,1972,Volkslieder: Hab mein Wagen vollgeladen,Notensatz,Piano,Kopie,
1378,1972,Festliche Einleitung im alten Stil,Notensatz,Piano,Original,
1379,1972,Volkslieder: Ein Tiroler wollte jagen,Notensatz,Piano,Original,
1379a,,"Liebes Christkind, komm zu mir",Notensatz,Piano,Kopie,sehr einfach gesetzt - für Klavierschüler?
1380,1992,Kennt ihr schon die Stadt…,Notensatz,Piano,Kopie,sehr einfach gesetzt - für Klavierschüler?
1381,1994,Die Nacht ist vorgedrungen,Chorsatz,gem. Chor,Kopie,
1382,1996,Das Lied vom vollen Mund,Notensatz,"Piano, Gesang",Kopie,sehr einfach gesetzt - für Klavierschüler?
1383,,"Auf, auf, auf ihr Hirten",Chorsatz,gem. Chor,Kopie,aus fränkischen Siedlungsdörfern in Ungarn
1384,1986,Ein wunderbarer Traum…,Chorsatz,gem. Chor,Kopie,
1385,,Kadenzen in Dur und Moll,Notensatz,Orgel,Kopie,
1386,,Ein frohes Lied II - Tonsätze nach den Mustern Orffscher Bearbeitungen,Notensätze,div. Melodie und Schlaginstrumente,Kopie,An das Katechetische Amt der ev. luth. Kirche in Bayern - Medienreferat
1387,1982,Evangelien-Motette zum Sonntag Cantate 1982,Chorsatz,gem. Chor,Kopie,Herrn Dekan Meyer und Frau Marianne gewidmit
1388,,Volkslieder: Zweifacher aus dem Bayernwald,Notensatz,Piano,Kopie,
1389,1978,Chor - Alliluja nach der Epistel,Chorsatz,gem. Chor,Kopie,für den Windsbacher Kirchenchor St. Margareten am 01.07.1978 geschrieben
1390,1988,Vier-Buben-Intrade,Bläsersatz,Bläser,Kopie,zur Geburt des vierten Knaben unseres Obmanns Joh. Bößenecker mit herzlichen Wünschen!
1391,1987,Schön ist die Jugend,Bläsersatz,Bläser,Kopie,Für die Turmmusik anlässlich der goldenen Konfirmation auf Wunsch der Teilnehmer verfasst.
1392,1971,Advents-Intrade,Bläsersatz,Bläser,Kopie,
1393,,"Herr, mache deine Kirche",Notensatz,Gesang,Kopie,
1394,1977,Geh aus mein Herz…,Bläsersatz,Bläser,Kopie,
1395,,"Kanon - ""Die Hirten hielten auf dem Feld"", ""Frieden auf Erden""",Notensatz,Gesang,Kopie,
1396,1980,"Wisst ihr noch, wie es geschehen, Kanon: Mache dich auf und werde Licht",Notensatz,Gesang,Kopie,
1397,1984,Sarabande,Bläsersatz,Bläser,Kopie,für 4-stimmigen Bläserchor umgearbeitet am 08.11.84
1398,1987,Wos' Dörflein drauß',Bläsersatz,Bläser,Kopie,
1399,1078,Schreiben von Dr. Ekkehart Nickel - Kantor in Schwabach,,,,zu Geh' aus mein Herz
1400,1976,"Geh aus mein Herz… - Kantate für Singchor, Gemeinde und Bläser",Notensatz,"Chor, Gemeinde, Bläser",Kopie,siehe Begleitschreiben unter ID 1399
1401,1963,Schönster Herr Jesu,Notensatz,"Klavier, Orgel, Bläser?",Kopie,
1402,1984,Großhaslacher Jubiläums-Intrade 84,Bläsersatz,Bläser,Kopie,
1403,1985,"Schwarze Geier, die von München…",Notensatz,Gesang,Original,Hintergrund dieses Liedes: Die Schließung des Missionsseminars in Neuendettelsau 1985
1404,1970,Kyrie - dem Amadeus-Chor gewidmet,Chorsatz,Männer,Kopie,
1405,1970,Nunc Dimittis - Motette,Chorsatz,gem. Chor,Kopie,
1406,1970,"Psalm 139, 7 - 10",Chorsatz,"Männer, gem. Chor",Kopie,für Karl F. Behringer (als Manuskript gedruckt)
1407,,ohne Inhalt,,,,
1408,1983,Rosemarie (Abendlied),Chorsatz,gem. Chor,Kopie,
1409,1998,Verloren,Chorsatz,Männer,Kopie,
1410,1998,Liebessuche,Chorsatz,Männer,Kopie,
1411,1998,Liebesklage (Weidenbaum),Chorsatz,gem. Chor,Kopie,
1412,1991,"Roter Klee, weißer Klee (Der Abschiedsstrauß)",Chorsatz,gem. Chor,Kopie,
1413,1991,Was ist das für ein süßer Schall,Chorsatz,gem. Chor,Original,
1414,1991,Männertreu,Chorsatz,gem. Chor,Original,
1415,1994,Wo die weißen Tauben fliegen,Chorsatz,Männer,Kopie,
1416,1985,Morgens stehe ich auf und frage (Heinrich Heine),Chorsatz,Männer,Kopie,
1417,1991,Ein Vogel hat gesungen,Chorsatz,Männer,Original,
1418,1996,Zeit zum Leben,Chorsatz,Frauen,Kopie,
1419,1985,Ich wandelte unter Bäumen,Chorsatz,Männer,Kopie,
1420,1983,Die Nachtigall,Chorsatz,Männer,Kopie,
1421,1943,"Psalm 24, 7",Chorsatz,gem. Chor,Kopie,eines der frühesten Dokumentel - Originale in Privatbesitz
1422,1943,Mache dich auf,Chorsatz,gem. Chor,Kopie,eines der frühesten Dokumentel - Originale in Privatbesitz
1423,1943,"Siehe, siehe, siehe, ich bin mit dir",Chorsatz,gem. Chor,Kopie,eines der frühesten Dokumentel - Originale in Privatbesitz
1424,,Monatsspruchmotette,Chorsatz,gem. Chor,Kopie,eines der frühesten Dokumentel - Originale in Privatbesitz
1425,1947,Mein Volk,Chorsatz,gem. Chor,Kopie,eines der früheren Dokumentel - Originale in Privatbesitz
1426-1480,1952-1954,Div. Kompositionen,,,,frühe Dokumente im Privatbesitzk - Kopien im Konvolut der Hauptseite
1481,,"Halleluja, Halleluja",Chorsatz,gem. Chor ,Kopie,
1482,1984,Nunc Dimittis,Chorsatz,gem. Chor,Kopie,
1483,1983,Benedictus,Chorsatz,gem. Chor,Kopie,
1484,1993,Tauflied,Notensatz,Singstimme,Kopie,
1485,1990,"Großer Gott, wir loben dich",Orgelsatz,Orgel,Kopie,
1486,1989,Kyrie,Notensatz,Singstimmen,Kopie,
1487,1989,Agnus Die,Notensatz,Singstimmen,Kopie,
1488,1989,Sanctus,Notensatz,gem. Chor,Kopie,
1489,1991,Geh aus mein Herz,Notensatz,Klavier oder Positiv,Kopie,"Für Sie, liebe Frau Maltry am 27.08.1991 verfasst in der Hoffnung, dass es nicht zu komplex ist. Ihr Emanuel Vogt"
1490,1991,Liedsatz,Liedsatz,Orgel,Kopie,
1491,1994,Ich steh vor dir mit leeren Händen,Chorsatz,gem. Chor,Kopie,
1492,,"Nun werde hell, du dunkle Welt",Chorsatz,gem. Chor,Druck,Musikverlag Engelhart
1493,,Die Blumen sind verblüht im Tal,Chorsatz,gem. Chor,Druck,Musikverlag Engelhart
1494,,Zeit zum Leben,Chorsatz,gem. Chor,Druck,Musikverlag Engelhart
1495,1972,Gott der Herr ist Sonne und Schild,Chorsatz,gem. Chor,Kopie,
1496,1998,Offenbarung 21,Chorsatz,gem. Chor,Kopie,
1497,1994,Bei dir Jesus I,Orgelsatz,Orgel,Kopie,Meiner verehrten Kolligin Frau Helga Maria Maltry zugeeignet
1498,1986,Endlich noch ein Präludium für Jutta Gaaßen,Orgelsatz,Orgel,Kopie,
1499,,"Lobe den Herren, all, die ihn ehren",Orgelsatz,Orgel,Kopie,
1500,,Ich geh mit meiner Laterne,Notensatz,"Klavier, Akkordeon",Kopie,
1501,,Licht in der Laterne,Notensatz,"Klavier, Akkordeon",Kopie,
1502,,"Laterne, Laterne",Notensatz,"Klavier, Akkordeon",Kopie,
1503,1982,Christus ist geboren,Notensatz,"Instr.ad.lib, Singstimme, Kinderchor",Original,
1504,,Die sieben flotten Lieselotten,Notensatz,"Klavier, Singstimme",Kopie,
1505,1974,Spielstück für Orgel,Orgelsatz,Orgel,Kopie,mit Gedackten und Flöten 8' und 4'
1506,2000,Maria durch ein Dornwald ging,Notensatz,"Singstimme, Piano",Kopie,"für Mutter Brigitte geschrieben am 22.12.2000, Emanuel"
1507,2001,"Motette über Psalm 73, 23-26",Chorsatz,gem. Chor,Kopie,"zur Konfirmation für Stefan Frtisch geschrieben von Altkantor Emanuel Vogt, Windsbach"
1508,,Fröhliches Temperament,Notensatz,Flöte,Kopie,"Für Elisabeth Hoffmann versprochen und in der Ruhe des Urlaubs endlich geschrieben vom 22.07. bis 23.07. in ""Betula"", Norwegen. Mit freundlichen Wünschen für ein gutes Gelingen. Emanuel Vogt (ohne Jahreszahl)"
1509,,Die Kirche steht gegründet,Notensatz,Klavier,Original,
1510,1990,Geh aus mein Herz,Notensatz,Harmonium,Kopie,
1511,1987,Präludium in B-Dur,Orgelsatz,Orgel,Kopie,
1512,,Unterweisung für Organisten,,Orgel,Original,
1513,1991,Sankt Martin ritt durch Schnee und Wind,Notensatz,Orgel,Original,
1514,1984,Einfachste Lieder und Choräle für zwei Hände,Notensatz,Orgel,Kopie,aus: einfachste Lieder und Choräle für zwei Hände
1515,1984,"Himmelsau, Licht und blau",Notensatz,Orgel,Kopie,aus: einfachste Lieder und Choräle für zwei Hände
1516,1984,"Einfache Lieder und Choräle für zwei Hände - Himmel, Erde Luft und Meer",Notensatz,Orgel,Kopie,aus: einfache Lieder und Choräle für zwei Hände
1517,1984,Weil ich Jesu Schäflein bin,Notensatz,Orgel,Kopie,aus: einfache Lieder und Choräle für zwei Hände
1518,1984,Meinem Gott gehört die Welt,Notensatz,Orgel,Kopie,aus: einfache Lieder und Choräle für zwei Hände
1518a,1984,"Müde bin ich, geh zur Ruh",Notensatz,Orgel,Kopie,aus: einfache Lieder und Choräle für zwei Hände
1519,,Fughetta,Orgelsatz,Orgel,Kopie,
1520,,"Choralvorspiel - Jesu, geh du voran",Orgelsatz,Orgel,Original,
1521,,Ich bin bei Euch (Nicht durch Zufall),Orgelsatz,Orgel,Original,
1522,1952,Mache dich auf,Notensatz,gem. Chor,Kopie,
1523,1988,Jubiläums-Intrade zum 25-jährigen Bestehen dds Pos. Chores Lichtenau,Bläsersatz,Bläser,Original,
1524,,…die Lasten abzutun…,Notensatz,Singstimme,Original,Leider fehlt die Seite 1
1525,,ohne Titel,Orgelsatz,Orgel,Kopie,
1526,,"Freue dich sehr, du Tochter Zion",Notensatz,"Singstimme, Orgel",Kopie,
1527,1990,Vater unser (Matth. 6) nach Rimskij Korsakov,Notensatz,"Singstimme, Klavier, Orgel",Kopie,
1528,1990,Danket dem Herrn,Notensatz,"Singstimme, Klavier, Orgel",Kopie,als Motette bezeichnet
1529,2003,"Halleluja, Halleluja",Chorsatz,gem. Chor,Kopie,für unseren Wassermungenauer Kirchenchor von seienm ehemaligen Leiter Emanuel Vogt
1530,,Skizze: Onkel Manuel als Renter,,,,
1531,1993,Do drauß in der Nacht,Chorsatz,gem. Chor,Kopie,
1532,1995,Nun kommt der Heiden Heiland - Strophe 1 und 5,Chorsatz,gem. Chor,Kopie,
1533,1982,Eine große Freud verkünd ich euch,Chorsatz,gem Chor,Kopie,
1534,1982,"Horch, wie die Schar der Engel singt",Chorsatz,gem. Chor,Kopie,
1535,1982,"O heilges Kind, wir grüßen dich",Chorsatz,gem. Chor,Kopie,
1536,1982,Sei willkommen Jesulein,Chorsatz,gem. Chor,Kopie,
1537,,"Ermuntre dich, mein schwacher Geist",Orgelsatz,Orgel,Kopie,J. S. Bach
1538,,"Hör, hör, hör, so singen Engelschör",Chorsatz,gem. Chor,Kopie,
1539,1993,Interludium,Orgelsatz,Orgel,Kopie,
1540,1988,EKG 247 - Herzlich lieb hab ich…,Orgelsatz,Orgel,Original,
1541,,Fuga a-moll - zweistimmig,Orgelsatz,Orgel,Kopie,
1542,1987,Selig sind die Toten,Chorsatz,"Chor, Gemeinde",Kopie,
1543,,ohne Inhalt,,,,
1544,,769 (Ps. 84) Kirchweih,Notensatz,?,Kopie,
1545,,788 ohne Titel,Notensatz,?,Kopie,
1546,,801/3 Jahreswechsel,Notensatz,?,Kopie,
1547,,801/4 Epiphanias,Notensatz,?,Kopie,
1548,,801/5 Vorfastenzeit,Notensatz,?,Kopie,
1549,,801/7 Judica bis Karsamstag (Ps. 102),Notensatz,?,Kopie,
1550,1978,Kyrie 1978,Chorsatz,gem. Chor,Original,
1551,1980,Vogelfang,Notensatz,Einzelstimme,Kopie,
1552,1997,Motette über 2. Kor. 12/9,Chorsatz,gem. Chor,Kopie,
1553,1997,"Psalm 215, 5 und 5 für Angelika Schreiber",Chorsatz,gem. Chor,Kopie,
1554,1997,Lass dir an meiner Gnade,Chorsatz,gem. Chor,Kopie,
1555,1997,"EG 19 - O komm, o komm",Chorsatz,gem. Chor,Kopie,
1556,1990,Wird Christus tausendmal…,Chorsatz,gem. Chor,Kopie,
1557,1996,"Herr, gib uns Augen",Chorsatz,gem. Chor,Original,
1558,1996,Ich bin die Auferstehung,Chorsatz,Frauen,Kopie,
1559,1989,Es ist ein Schnitter…,Chorsatz,gem. Chor,Kopie,
1560,1989,Weiß mir ein Blümlein,Chorsatz,gem. Chor,Kopie,
1561,1996,Ich wünsche dir Zeit,Chorsatz,gem. Chor,Kopie,
1562,1992,"So gehst du nun, mein Jesu, hin",Chorsatz,gem. Chor,Kopie,
1563,1991,Nun gehören unsre Herzen,Chorsatz,gem. Chor,Kopie,für den Kirchenchor Wassermungenau geschrieben
